Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
19/01/08,Blackburn,Middlesbrough,1.0,1.0,D,0.0,1.0,A
19/01/08,Fulham,Arsenal,0.0,3.0,A,0.0,2.0,A
19/01/08,Newcastle,Bolton,0.0,0.0,D,0.0,0.0,D
19/01/08,Portsmouth,Derby,3.0,1.0,H,2.0,1.0,H
19/01/08,Reading,Man United,0.0,2.0,A,0.0,0.0,D
19/01/08,Tottenham,Sunderland,2.0,0.0,H,1.0,0.0,H
20/01/08,Man City,West Ham,1.0,1.0,D,1.0,1.0,D
20/01/08,Wigan,Everton,1.0,2.0,A,0.0,2.0,A
21/01/08,Liverpool,Aston Villa,2.0,2.0,D,1.0,0.0,H
26/01/08,Aston Villa,Blackburn,1.0,1.0,D,0.0,0.0,D
29/01/08,Arsenal,Newcastle,3.0,0.0,H,1.0,0.0,H
29/01/08,Bolton,Fulham,0.0,0.0,D,0.0,0.0,D
29/01/08,Middlesbrough,Wigan,1.0,0.0,H,1.0,0.0,H
29/01/08,Sunderland,Birmingham,2.0,0.0,H,1.0,0.0,H
30/01/08,Chelsea,Reading,1.0,0.0,H,1.0,0.0,H
30/01/08,Derby,Man City,1.0,1.0,D,0.0,0.0,D
30/01/08,Everton,Tottenham,0.0,0.0,D,0.0,0.0,D
30/01/08,Man United,Portsmouth,2.0,0.0,H,2.0,0.0,H
30/01/08,West Ham,Liverpool,1.0,0.0,H,0.0,0.0,D
02/02/08,Birmingham,Derby,1.0,1.0,D,0.0,0.0,D
02/02/08,Blackburn,Everton,0.0,0.0,D,0.0,0.0,D
02/02/08,Liverpool,Sunderland,3.0,0.0,H,0.0,0.0,D
02/02/08,Man City,Arsenal,1.0,3.0,A,1.0,2.0,A
02/02/08,Portsmouth,Chelsea,1.0,1.0,D,0.0,0.0,D
02/02/08,Reading,Bolton,0.0,2.0,A,0.0,1.0,A
02/02/08,Tottenham,Man United,1.0,1.0,D,1.0,0.0,H
02/02/08,Wigan,West Ham,1.0,0.0,H,1.0,0.0,H
03/02/08,Fulham,Aston Villa,2.0,1.0,H,0.0,0.0,D
03/02/08,Newcastle,Middlesbrough,1.0,1.0,D,0.0,0.0,D
09/02/08,Aston Villa,Newcastle,4.0,1.0,H,0.0,1.0,A
09/02/08,Bolton,Portsmouth,0.0,1.0,A,0.0,0.0,D
09/02/08,Derby,Tottenham,0.0,3.0,A,0.0,0.0,D
09/02/08,Everton,Reading,1.0,0.0,H,0.0,0.0,D
09/02/08,Middlesbrough,Fulham,1.0,0.0,H,1.0,0.0,H
09/02/08,Sunderland,Wigan,2.0,0.0,H,1.0,0.0,H
09/02/08,West Ham,Birmingham,1.0,1.0,D,1.0,1.0,D
10/02/08,Chelsea,Liverpool,0.0,0.0,D,0.0,0.0,D
10/02/08,Man United,Man City,1.0,2.0,A,0.0,2.0,A
11/02/08,Arsenal,Blackburn,2.0,0.0,H,1.0,0.0,H
23/02/08,Birmingham,Arsenal,2.0,2.0,D,1.0,0.0,H
23/02/08,Fulham,West Ham,0.0,1.0,A,0.0,0.0,D
23/02/08,Liverpool,Middlesbrough,3.0,2.0,H,2.0,1.0,H
23/02/08,Newcastle,Man United,1.0,5.0,A,0.0,2.0,A
23/02/08,Portsmouth,Sunderland,1.0,0.0,H,0.0,0.0,D
23/02/08,Wigan,Derby,2.0,0.0,H,0.0,0.0,D
24/02/08,Blackburn,Bolton,4.0,1.0,H,1.0,0.0,H
24/02/08,Reading,Aston Villa,1.0,2.0,A,0.0,1.0,A
25/02/08,Man City,Everton,0.0,2.0,A,0.0,2.0,A
01/03/08,Arsenal,Aston Villa,1.0,1.0,D,0.0,1.0,A
01/03/08,Birmingham,Tottenham,4.0,1.0,H,1.0,0.0,H
01/03/08,Derby,Sunderland,0.0,0.0,D,0.0,0.0,D
01/03/08,Fulham,Man United,0.0,3.0,A,0.0,2.0,A
01/03/08,Man City,Wigan,0.0,0.0,D,0.0,0.0,D
01/03/08,Middlesbrough,Reading,0.0,1.0,A,0.0,0.0,D
01/03/08,Newcastle,Blackburn,0.0,1.0,A,0.0,0.0,D
01/03/08,West Ham,Chelsea,0.0,4.0,A,0.0,3.0,A
02/03/08,Bolton,Liverpool,1.0,3.0,A,0.0,1.0,A
02/03/08,Everton,Portsmouth,3.0,1.0,H,1.0,1.0,D
05/03/08,Liverpool,West Ham,4.0,0.0,H,1.0,0.0,H
08/03/08,Blackburn,Fulham,1.0,1.0,D,0.0,0.0,D
08/03/08,Liverpool,Newcastle,3.0,0.0,H,2.0,0.0,H
08/03/08,Reading,Man City,2.0,0.0,H,0.0,0.0,D
09/03/08,Sunderland,Everton,0.0,1.0,A,0.0,0.0,D
09/03/08,Tottenham,West Ham,4.0,0.0,H,2.0,0.0,H
09/03/08,Wigan,Arsenal,0.0,0.0,D,0.0,0.0,D
12/03/08,Aston Villa,Middlesbrough,1.0,1.0,D,0.0,1.0,A
12/03/08,Chelsea,Derby,6.0,1.0,H,2.0,0.0,H
12/03/08,Portsmouth,Birmingham,4.0,2.0,H,2.0,2.0,D
15/03/08,Arsenal,Middlesbrough,1.0,1.0,D,0.0,1.0,A
15/03/08,Derby,Man United,0.0,1.0,A,0.0,0.0,D
15/03/08,Liverpool,Reading,2.0,1.0,H,1.0,1.0,D
15/03/08,Portsmouth,Aston Villa,2.0,0.0,H,2.0,0.0,H
15/03/08,Sunderland,Chelsea,0.0,1.0,A,0.0,1.0,A
15/03/08,West Ham,Blackburn,2.0,1.0,H,1.0,1.0,D
16/03/08,Fulham,Everton,1.0,0.0,H,0.0,0.0,D
16/03/08,Man City,Tottenham,2.0,1.0,H,0.0,1.0,A
16/03/08,Wigan,Bolton,1.0,0.0,H,1.0,0.0,H
17/03/08,Birmingham,Newcastle,1.0,1.0,D,1.0,0.0,H
19/03/08,Man United,Bolton,2.0,0.0,H,2.0,0.0,H
19/03/08,Tottenham,Chelsea,4.0,4.0,D,1.0,2.0,A
22/03/08,Aston Villa,Sunderland,0.0,1.0,A,0.0,0.0,D
22/03/08,Blackburn,Wigan,3.0,1.0,H,2.0,1.0,H
22/03/08,Bolton,Man City,0.0,0.0,D,0.0,0.0,D
22/03/08,Everton,West Ham,1.0,1.0,D,1.0,0.0,H
22/03/08,Middlesbrough,Derby,1.0,0.0,H,1.0,0.0,H
22/03/08,Newcastle,Fulham,2.0,0.0,H,1.0,0.0,H
22/03/08,Reading,Birmingham,2.0,1.0,H,1.0,0.0,H
22/03/08,Tottenham,Portsmouth,2.0,0.0,H,0.0,0.0,D
23/03/08,Chelsea,Arsenal,2.0,1.0,H,0.0,0.0,D
23/03/08,Man United,Liverpool,3.0,0.0,H,1.0,0.0,H
29/03/08,Birmingham,Man City,3.0,1.0,H,1.0,0.0,H
29/03/08,Bolton,Arsenal,2.0,3.0,A,2.0,0.0,H
29/03/08,Derby,Fulham,2.0,2.0,D,1.0,1.0,D
29/03/08,Man United,Aston Villa,4.0,0.0,H,2.0,0.0,H
29/03/08,Portsmouth,Wigan,2.0,0.0,H,1.0,0.0,H
29/03/08,Reading,Blackburn,0.0,0.0,D,0.0,0.0,D
29/03/08,Sunderland,West Ham,2.0,1.0,H,1.0,1.0,D
30/03/08,Chelsea,Middlesbrough,1.0,0.0,H,1.0,0.0,H
30/03/08,Liverpool,Everton,1.0,0.0,H,1.0,0.0,H
30/03/08,Tottenham,Newcastle,1.0,4.0,A,1.0,1.0,D
05/04/08,Arsenal,Liverpool,1.0,1.0,D,0.0,1.0,A
05/04/08,Aston Villa,Bolton,4.0,0.0,H,1.0,0.0,H
05/04/08,Blackburn,Tottenham,1.0,1.0,D,1.0,1.0,D
05/04/08,Fulham,Sunderland,1.0,3.0,A,0.0,1.0,A
05/04/08,Man City,Chelsea,0.0,2.0,A,0.0,1.0,A
05/04/08,Newcastle,Reading,3.0,0.0,H,2.0,0.0,H
05/04/08,Wigan,Birmingham,2.0,0.0,H,1.0,0.0,H
06/04/08,Everton,Derby,1.0,0.0,H,0.0,0.0,D
06/04/08,Middlesbrough,Man United,2.0,2.0,D,1.0,1.0,D
08/04/08,West Ham,Portsmouth,0.0,1.0,A,0.0,0.0,D
12/04/08,Birmingham,Everton,1.0,1.0,D,0.0,0.0,D
12/04/08,Bolton,West Ham,1.0,0.0,H,0.0,0.0,D
12/04/08,Derby,Aston Villa,0.0,6.0,A,0.0,3.0,A
12/04/08,Portsmouth,Newcastle,0.0,0.0,D,0.0,0.0,D
12/04/08,Reading,Fulham,0.0,2.0,A,0.0,1.0,A
12/04/08,Sunderland,Man City,1.0,2.0,A,0.0,0.0,D
12/04/08,Tottenham,Middlesbrough,1.0,1.0,D,1.0,0.0,H
13/04/08,Liverpool,Blackburn,3.0,1.0,H,0.0,0.0,D
13/04/08,Man United,Arsenal,2.0,1.0,H,0.0,0.0,D
14/04/08,Chelsea,Wigan,1.0,1.0,D,0.0,0.0,D
17/04/08,Everton,Chelsea,0.0,1.0,A,0.0,1.0,A
19/04/08,Arsenal,Reading,2.0,0.0,H,2.0,0.0,H
19/04/08,Blackburn,Man United,1.0,1.0,D,1.0,0.0,H
19/04/08,Fulham,Liverpool,0.0,2.0,A,0.0,1.0,A
19/04/08,Middlesbrough,Bolton,0.0,1.0,A,0.0,0.0,D
19/04/08,West Ham,Derby,2.0,1.0,H,1.0,0.0,H
19/04/08,Wigan,Tottenham,1.0,1.0,D,1.0,1.0,D
20/04/08,Aston Villa,Birmingham,5.0,1.0,H,2.0,0.0,H
20/04/08,Man City,Portsmouth,3.0,1.0,H,2.0,1.0,H
20/04/08,Newcastle,Sunderland,2.0,0.0,H,2.0,0.0,H
26/04/08,Birmingham,Liverpool,2.0,2.0,D,1.0,0.0,H
26/04/08,Chelsea,Man United,2.0,1.0,H,1.0,0.0,H
26/04/08,Man City,Fulham,2.0,3.0,A,2.0,0.0,H
26/04/08,Sunderland,Middlesbrough,3.0,2.0,H,2.0,1.0,H
26/04/08,Tottenham,Bolton,1.0,1.0,D,0.0,0.0,D
26/04/08,West Ham,Newcastle,2.0,2.0,D,2.0,2.0,D
26/04/08,Wigan,Reading,0.0,0.0,D,0.0,0.0,D
27/04/08,Everton,Aston Villa,2.0,2.0,D,0.0,0.0,D
27/04/08,Portsmouth,Blackburn,0.0,1.0,A,0.0,0.0,D
28/04/08,Derby,Arsenal,2.0,6.0,A,1.0,2.0,A
03/05/08,Aston Villa,Wigan,0.0,2.0,A,0.0,0.0,D
03/05/08,Blackburn,Derby,3.0,1.0,H,1.0,1.0,D
03/05/08,Bolton,Sunderland,2.0,0.0,H,1.0,0.0,H
03/05/08,Fulham,Birmingham,2.0,0.0,H,0.0,0.0,D
03/05/08,Man United,West Ham,4.0,1.0,H,3.0,1.0,H
03/05/08,Middlesbrough,Portsmouth,2.0,0.0,H,1.0,0.0,H
03/05/08,Reading,Tottenham,0.0,1.0,A,0.0,1.0,A
04/05/08,Arsenal,Everton,1.0,0.0,H,0.0,0.0,D
04/05/08,Liverpool,Man City,1.0,0.0,H,0.0,0.0,D
05/05/08,Newcastle,Chelsea,0.0,2.0,A,0.0,0.0,D
11/05/08,Birmingham,Blackburn,4.0,1.0,H,1.0,0.0,H
11/05/08,Chelsea,Bolton,1.0,1.0,D,0.0,0.0,D
11/05/08,Derby,Reading,0.0,4.0,A,0.0,1.0,A
11/05/08,Everton,Newcastle,3.0,1.0,H,1.0,0.0,H
11/05/08,Middlesbrough,Man City,8.0,1.0,H,2.0,0.0,H
11/05/08,Portsmouth,Fulham,0.0,1.0,A,0.0,0.0,D
11/05/08,Sunderland,Arsenal,0.0,1.0,A,0.0,1.0,A
11/05/08,Tottenham,Liverpool,0.0,2.0,A,0.0,0.0,D
11/05/08,West Ham,Aston Villa,2.0,2.0,D,1.0,1.0,D
11/05/08,Wigan,Man United,0.0,2.0,A,0.0,1.0,A
16/08/08,Arsenal,West Brom,1.0,0.0,H,1.0,0.0,H
16/08/08,Bolton,Stoke,3.0,1.0,H,3.0,0.0,H
16/08/08,Everton,Blackburn,2.0,3.0,A,1.0,1.0,D
16/08/08,Hull,Fulham,2.0,1.0,H,1.0,1.0,D
16/08/08,Middlesbrough,Tottenham,2.0,1.0,H,0.0,0.0,D
16/08/08,Sunderland,Liverpool,0.0,1.0,A,0.0,0.0,D
16/08/08,West Ham,Wigan,2.0,1.0,H,2.0,0.0,H
17/08/08,Aston Villa,Man City,4.0,2.0,H,0.0,0.0,D
17/08/08,Chelsea,Portsmouth,4.0,0.0,H,3.0,0.0,H
17/08/08,Man United,Newcastle,1.0,1.0,D,1.0,1.0,D
23/08/08,Blackburn,Hull,1.0,1.0,D,1.0,1.0,D
23/08/08,Fulham,Arsenal,1.0,0.0,H,1.0,0.0,H
23/08/08,Liverpool,Middlesbrough,2.0,1.0,H,0.0,0.0,D
23/08/08,Newcastle,Bolton,1.0,0.0,H,0.0,0.0,D
23/08/08,Stoke,Aston Villa,3.0,2.0,H,1.0,0.0,H
23/08/08,Tottenham,Sunderland,1.0,2.0,A,0.0,0.0,D
23/08/08,West Brom,Everton,1.0,2.0,A,0.0,0.0,D
24/08/08,Man City,West Ham,3.0,0.0,H,0.0,0.0,D
24/08/08,Wigan,Chelsea,0.0,1.0,A,0.0,1.0,A
25/08/08,Portsmouth,Man United,0.0,1.0,A,0.0,1.0,A
30/08/08,Arsenal,Newcastle,3.0,0.0,H,2.0,0.0,H
30/08/08,Bolton,West Brom,0.0,0.0,D,0.0,0.0,D
30/08/08,Everton,Portsmouth,0.0,3.0,A,0.0,2.0,A
30/08/08,Hull,Wigan,0.0,5.0,A,0.0,2.0,A
30/08/08,Middlesbrough,Stoke,2.0,1.0,H,1.0,0.0,H
30/08/08,West Ham,Blackburn,4.0,1.0,H,2.0,1.0,H
31/08/08,Aston Villa,Liverpool,0.0,0.0,D,0.0,0.0,D
31/08/08,Chelsea,Tottenham,1.0,1.0,D,1.0,1.0,D
31/08/08,Sunderland,Man City,0.0,3.0,A,0.0,1.0,A
13/09/08,Blackburn,Arsenal,0.0,4.0,A,0.0,2.0,A
13/09/08,Fulham,Bolton,2.0,1.0,H,2.0,0.0,H
13/09/08,Liverpool,Man United,2.0,1.0,H,1.0,1.0,D
13/09/08,Man City,Chelsea,1.0,3.0,A,1.0,1.0,D
13/09/08,Newcastle,Hull,1.0,2.0,A,0.0,1.0,A
13/09/08,Portsmouth,Middlesbrough,2.0,1.0,H,0.0,1.0,A
13/09/08,West Brom,West Ham,3.0,2.0,H,2.0,2.0,D
13/09/08,Wigan,Sunderland,1.0,1.0,D,0.0,1.0,A
14/09/08,Stoke,Everton,2.0,3.0,A,0.0,1.0,A
15/09/08,Tottenham,Aston Villa,1.0,2.0,A,0.0,1.0,A
20/09/08,Blackburn,Fulham,1.0,0.0,H,0.0,0.0,D
20/09/08,Bolton,Arsenal,1.0,3.0,A,1.0,2.0,A
20/09/08,Liverpool,Stoke,0.0,0.0,D,0.0,0.0,D
20/09/08,Sunderland,Middlesbrough,2.0,0.0,H,0.0,0.0,D
20/09/08,West Ham,Newcastle,3.0,1.0,H,2.0,0.0,H
21/09/08,Chelsea,Man United,1.0,1.0,D,0.0,1.0,A
21/09/08,Hull,Everton,2.0,2.0,D,1.0,0.0,H
21/09/08,Man City,Portsmouth,6.0,0.0,H,2.0,0.0,H
21/09/08,Tottenham,Wigan,0.0,0.0,D,0.0,0.0,D
21/09/08,West Brom,Aston Villa,1.0,2.0,A,1.0,2.0,A
27/09/08,Arsenal,Hull,1.0,2.0,A,0.0,0.0,D
27/09/08,Aston Villa,Sunderland,2.0,1.0,H,2.0,1.0,H
27/09/08,Everton,Liverpool,0.0,2.0,A,0.0,0.0,D
27/09/08,Fulham,West Ham,1.0,2.0,A,0.0,2.0,A
27/09/08,Man United,Bolton,2.0,0.0,H,0.0,0.0,D
27/09/08,Middlesbrough,West Brom,0.0,1.0,A,0.0,0.0,D
27/09/08,Newcastle,Blackburn,1.0,2.0,A,0.0,2.0,A
27/09/08,Stoke,Chelsea,0.0,2.0,A,0.0,1.0,A
28/09/08,Portsmouth,Tottenham,2.0,0.0,H,1.0,0.0,H
28/09/08,Wigan,Man City,2.0,1.0,H,2.0,1.0,H
04/10/08,Blackburn,Man United,0.0,2.0,A,0.0,1.0,A
04/10/08,Sunderland,Arsenal,1.0,1.0,D,0.0,0.0,D
04/10/08,West Brom,Fulham,1.0,0.0,H,0.0,0.0,D
04/10/08,Wigan,Middlesbrough,0.0,1.0,A,0.0,0.0,D
05/10/08,Chelsea,Aston Villa,2.0,0.0,H,2.0,0.0,H
05/10/08,Everton,Newcastle,2.0,2.0,D,2.0,1.0,H
05/10/08,Man City,Liverpool,2.0,3.0,A,2.0,0.0,H
05/10/08,Portsmouth,Stoke,2.0,1.0,H,1.0,0.0,H
05/10/08,Tottenham,Hull,0.0,1.0,A,0.0,1.0,A
05/10/08,West Ham,Bolton,1.0,3.0,A,0.0,2.0,A
18/10/08,Arsenal,Everton,3.0,1.0,H,0.0,1.0,A
18/10/08,Aston Villa,Portsmouth,0.0,0.0,D,0.0,0.0,D
18/10/08,Bolton,Blackburn,0.0,0.0,D,0.0,0.0,D
18/10/08,Fulham,Sunderland,0.0,0.0,D,0.0,0.0,D
18/10/08,Liverpool,Wigan,3.0,2.0,H,1.0,2.0,A
18/10/08,Man United,West Brom,4.0,0.0,H,0.0,0.0,D
18/10/08,Middlesbrough,Chelsea,0.0,5.0,A,0.0,1.0,A
19/10/08,Hull,West Ham,1.0,0.0,H,0.0,0.0,D
19/10/08,Stoke,Tottenham,2.0,1.0,H,1.0,1.0,D
20/10/08,Newcastle,Man City,2.0,2.0,D,1.0,1.0,D
25/10/08,Blackburn,Middlesbrough,1.0,1.0,D,0.0,0.0,D
25/10/08,Everton,Man United,1.0,1.0,D,0.0,1.0,A
25/10/08,Sunderland,Newcastle,2.0,1.0,H,1.0,1.0,D
25/10/08,West Brom,Hull,0.0,3.0,A,0.0,0.0,D
26/10/08,Chelsea,Liverpool,0.0,1.0,A,0.0,1.0,A
26/10/08,Man City,Stoke,3.0,0.0,H,1.0,0.0,H
26/10/08,Portsmouth,Fulham,1.0,1.0,D,0.0,0.0,D
26/10/08,Tottenham,Bolton,2.0,0.0,H,1.0,0.0,H
26/10/08,West Ham,Arsenal,0.0,2.0,A,0.0,0.0,D
26/10/08,Wigan,Aston Villa,0.0,4.0,A,0.0,1.0,A
28/10/08,Newcastle,West Brom,2.0,1.0,H,2.0,0.0,H
29/10/08,Arsenal,Tottenham,4.0,4.0,D,1.0,1.0,D
29/10/08,Aston Villa,Blackburn,3.0,2.0,H,1.0,1.0,D
29/10/08,Bolton,Everton,0.0,1.0,A,0.0,0.0,D
29/10/08,Fulham,Wigan,2.0,0.0,H,1.0,0.0,H
29/10/08,Hull,Chelsea,0.0,3.0,A,0.0,1.0,A
29/10/08,Liverpool,Portsmouth,1.0,0.0,H,0.0,0.0,D
29/10/08,Man United,West Ham,2.0,0.0,H,2.0,0.0,H
29/10/08,Middlesbrough,Man City,2.0,0.0,H,0.0,0.0,D
29/10/08,Stoke,Sunderland,1.0,0.0,H,0.0,0.0,D
01/11/08,Chelsea,Sunderland,5.0,0.0,H,3.0,0.0,H
01/11/08,Everton,Fulham,1.0,0.0,H,0.0,0.0,D
01/11/08,Man United,Hull,4.0,3.0,H,3.0,1.0,H
01/11/08,Middlesbrough,West Ham,1.0,1.0,D,0.0,1.0,A
01/11/08,Portsmouth,Wigan,1.0,2.0,A,0.0,1.0,A
01/11/08,Stoke,Arsenal,2.0,1.0,H,1.0,0.0,H
01/11/08,Tottenham,Liverpool,2.0,1.0,H,0.0,1.0,A
01/11/08,West Brom,Blackburn,2.0,2.0,D,0.0,1.0,A
02/11/08,Bolton,Man City,2.0,0.0,H,0.0,0.0,D
03/11/08,Newcastle,Aston Villa,2.0,0.0,H,0.0,0.0,D
08/11/08,Arsenal,Man United,2.0,1.0,H,1.0,0.0,H
08/11/08,Hull,Bolton,0.0,1.0,A,0.0,0.0,D
08/11/08,Liverpool,West Brom,3.0,0.0,H,2.0,0.0,H
08/11/08,Sunderland,Portsmouth,1.0,2.0,A,1.0,0.0,H
08/11/08,West Ham,Everton,1.0,3.0,A,0.0,0.0,D
08/11/08,Wigan,Stoke,0.0,0.0,D,0.0,0.0,D
09/11/08,Aston Villa,Middlesbrough,1.0,2.0,A,1.0,1.0,D
09/11/08,Blackburn,Chelsea,0.0,2.0,A,0.0,1.0,A
09/11/08,Fulham,Newcastle,2.0,1.0,H,1.0,0.0,H
09/11/08,Man City,Tottenham,1.0,2.0,A,1.0,1.0,D
15/11/08,Arsenal,Aston Villa,0.0,2.0,A,0.0,0.0,D
15/11/08,Blackburn,Sunderland,1.0,2.0,A,1.0,0.0,H
15/11/08,Bolton,Liverpool,0.0,2.0,A,0.0,1.0,A
15/11/08,Fulham,Tottenham,2.0,1.0,H,1.0,0.0,H
15/11/08,Man United,Stoke,5.0,0.0,H,2.0,0.0,H
15/11/08,Newcastle,Wigan,2.0,2.0,D,0.0,1.0,A
15/11/08,West Brom,Chelsea,0.0,3.0,A,0.0,3.0,A
15/11/08,West Ham,Portsmouth,0.0,0.0,D,0.0,0.0,D
16/11/08,Everton,Middlesbrough,1.0,1.0,D,0.0,1.0,A
16/11/08,Hull,Man City,2.0,2.0,D,1.0,2.0,A
22/11/08,Aston Villa,Man United,0.0,0.0,D,0.0,0.0,D
22/11/08,Chelsea,Newcastle,0.0,0.0,D,0.0,0.0,D
22/11/08,Liverpool,Fulham,0.0,0.0,D,0.0,0.0,D
22/11/08,Man City,Arsenal,3.0,0.0,H,1.0,0.0,H
22/11/08,Middlesbrough,Bolton,1.0,3.0,A,0.0,2.0,A
22/11/08,Portsmouth,Hull,2.0,2.0,D,1.0,0.0,H
22/11/08,Stoke,West Brom,1.0,0.0,H,0.0,0.0,D
23/11/08,Sunderland,West Ham,0.0,1.0,A,0.0,1.0,A
23/11/08,Tottenham,Blackburn,1.0,0.0,H,1.0,0.0,H
24/11/08,Wigan,Everton,1.0,0.0,H,0.0,0.0,D
29/11/08,Aston Villa,Fulham,0.0,0.0,D,0.0,0.0,D
29/11/08,Middlesbrough,Newcastle,0.0,0.0,D,0.0,0.0,D
29/11/08,Stoke,Hull,1.0,1.0,D,0.0,1.0,A
29/11/08,Sunderland,Bolton,1.0,4.0,A,1.0,3.0,A
29/11/08,Wigan,West Brom,2.0,1.0,H,0.0,0.0,D
30/11/08,Chelsea,Arsenal,1.0,2.0,A,1.0,0.0,H
30/11/08,Man City,Man United,0.0,1.0,A,0.0,1.0,A
30/11/08,Portsmouth,Blackburn,3.0,2.0,H,0.0,0.0,D
30/11/08,Tottenham,Everton,0.0,1.0,A,0.0,0.0,D
01/12/08,Liverpool,West Ham,0.0,0.0,D,0.0,0.0,D
06/12/08,Arsenal,Wigan,1.0,0.0,H,1.0,0.0,H
06/12/08,Blackburn,Liverpool,1.0,3.0,A,0.0,0.0,D
06/12/08,Bolton,Chelsea,0.0,2.0,A,0.0,2.0,A
06/12/08,Fulham,Man City,1.0,1.0,D,1.0,1.0,D
06/12/08,Hull,Middlesbrough,2.0,1.0,H,0.0,0.0,D
06/12/08,Man United,Sunderland,1.0,0.0,H,0.0,0.0,D
06/12/08,Newcastle,Stoke,2.0,2.0,D,2.0,0.0,H
07/12/08,Everton,Aston Villa,2.0,3.0,A,1.0,1.0,D
07/12/08,West Brom,Portsmouth,1.0,1.0,D,1.0,0.0,H
08/12/08,West Ham,Tottenham,0.0,2.0,A,0.0,0.0,D
13/12/08,Aston Villa,Bolton,4.0,2.0,H,2.0,1.0,H
13/12/08,Liverpool,Hull,2.0,2.0,D,2.0,2.0,D
13/12/08,Man City,Everton,0.0,1.0,A,0.0,0.0,D
13/12/08,Middlesbrough,Arsenal,1.0,1.0,D,1.0,1.0,D
13/12/08,Stoke,Fulham,0.0,0.0,D,0.0,0.0,D
13/12/08,Sunderland,West Brom,4.0,0.0,H,3.0,0.0,H
13/12/08,Tottenham,Man United,0.0,0.0,D,0.0,0.0,D
13/12/08,Wigan,Blackburn,3.0,0.0,H,2.0,0.0,H
14/12/08,Chelsea,West Ham,1.0,1.0,D,0.0,1.0,A
14/12/08,Portsmouth,Newcastle,0.0,3.0,A,0.0,0.0,D
20/12/08,Blackburn,Stoke,3.0,0.0,H,3.0,0.0,H
20/12/08,Bolton,Portsmouth,2.0,1.0,H,2.0,1.0,H
20/12/08,Fulham,Middlesbrough,3.0,0.0,H,1.0,0.0,H
20/12/08,Hull,Sunderland,1.0,4.0,A,1.0,1.0,D
20/12/08,West Ham,Aston Villa,0.0,1.0,A,0.0,0.0,D
21/12/08,Arsenal,Liverpool,1.0,1.0,D,1.0,1.0,D
21/12/08,Newcastle,Tottenham,2.0,1.0,H,1.0,1.0,D
21/12/08,West Brom,Man City,2.0,1.0,H,0.0,0.0,D
22/12/08,Everton,Chelsea,0.0,0.0,D,0.0,0.0,D
26/12/08,Aston Villa,Arsenal,2.0,2.0,D,0.0,1.0,A
26/12/08,Chelsea,West Brom,2.0,0.0,H,2.0,0.0,H
26/12/08,Liverpool,Bolton,3.0,0.0,H,1.0,0.0,H
26/12/08,Man City,Hull,5.0,1.0,H,4.0,0.0,H
26/12/08,Middlesbrough,Everton,0.0,1.0,A,0.0,0.0,D
26/12/08,Portsmouth,West Ham,1.0,4.0,A,1.0,1.0,D
26/12/08,Stoke,Man United,0.0,1.0,A,0.0,0.0,D
26/12/08,Sunderland,Blackburn,0.0,0.0,D,0.0,0.0,D
26/12/08,Tottenham,Fulham,0.0,0.0,D,0.0,0.0,D
26/12/08,Wigan,Newcastle,2.0,1.0,H,1.0,0.0,H
28/12/08,Arsenal,Portsmouth,1.0,0.0,H,0.0,0.0,D
28/12/08,Blackburn,Man City,2.0,2.0,D,1.0,0.0,H
28/12/08,Bolton,Wigan,0.0,1.0,A,0.0,1.0,A
28/12/08,Everton,Sunderland,3.0,0.0,H,2.0,0.0,H
28/12/08,Fulham,Chelsea,2.0,2.0,D,1.0,0.0,H
28/12/08,Newcastle,Liverpool,1.0,5.0,A,1.0,2.0,A
28/12/08,West Brom,Tottenham,2.0,0.0,H,0.0,0.0,D
28/12/08,West Ham,Stoke,2.0,1.0,H,0.0,1.0,A
29/12/08,Man United,Middlesbrough,1.0,0.0,H,0.0,0.0,D
30/12/08,Hull,Aston Villa,0.0,1.0,A,0.0,0.0,D
10/01/09,Arsenal,Bolton,1.0,0.0,H,0.0,0.0,D
10/01/09,Aston Villa,West Brom,2.0,1.0,H,2.0,0.0,H
10/01/09,Everton,Hull,2.0,0.0,H,2.0,0.0,H
10/01/09,Middlesbrough,Sunderland,1.0,1.0,D,1.0,0.0,H
10/01/09,Newcastle,West Ham,2.0,2.0,D,1.0,1.0,D
10/01/09,Stoke,Liverpool,0.0,0.0,D,0.0,0.0,D
11/01/09,Man United,Chelsea,3.0,0.0,H,1.0,0.0,H
11/01/09,Wigan,Tottenham,1.0,0.0,H,0.0,0.0,D
14/01/09,Man United,Wigan,1.0,0.0,H,1.0,0.0,H
17/01/09,Blackburn,Newcastle,3.0,0.0,H,0.0,0.0,D
17/01/09,Bolton,Man United,0.0,1.0,A,0.0,0.0,D
17/01/09,Chelsea,Stoke,2.0,1.0,H,0.0,0.0,D
17/01/09,Hull,Arsenal,1.0,3.0,A,0.0,1.0,A
17/01/09,Man City,Wigan,1.0,0.0,H,0.0,0.0,D
17/01/09,Sunderland,Aston Villa,1.0,2.0,A,1.0,0.0,H
17/01/09,West Brom,Middlesbrough,3.0,0.0,H,1.0,0.0,H
18/01/09,Tottenham,Portsmouth,1.0,1.0,D,0.0,0.0,D
18/01/09,West Ham,Fulham,3.0,1.0,H,1.0,1.0,D
19/01/09,Liverpool,Everton,1.0,1.0,D,0.0,0.0,D
